speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Tim Kruger,[3579],1,"['climate change, science, sustainability, technology, engineering, entrepreneur, future, pollution, weather, natural resources, Anthropocene, electricity, renewable energy, ocean']",True,https://en.wikipedia.org/wiki/Tim_Kruger,"Marcel Bonn (25 January 1981 – 1 March 2025) was a German pornographic film actor, producer and director known professionally as Tim Kruger. He entered the pornographic film industry in 2006 and later co-founded the website TimTales in 2009, where he produced and performed in amateur-style gay pornography until his death.","Adult film actor, producer, and director","Marcel Bonn(1981-01-25)25 January 1981Düsseldorf, North Rhine-Westphalia, West Germany",,578.2631222485608,578.26
Amy Shoenthal,[142742],1,"['business, entrepreneur, leadership, success, work, personal growth, TEDx']",False,,,,,,1557.5830721003135,1557.58
Tim Nevius,[74667],1,"['education, race, United States, sports, law, TEDx, policy']",False,,,,,,861.2392710170488,861.24
Tim Urban,[2458],1,"['entertainment, time, work, brain, comedy, visualizations, decision-making, humor, writing, productivity, Internet, goals']",True,https://en.wikipedia.org/wiki/Tim_Urban,,Singer,"Timothy Joseph Urban (1989-05-01) May 1, 1989 (age 36)Tacoma, Washington, U.S.",,21681.891488162342,21681.89
Tima Kurdi,[90637],1,"['global issues, photography, compassion, journalism, refugees']",True,https://en.wikipedia.org/wiki/Tima_Kurdi,"Tima Kurdi (born 1970) is a Syrian-Canadian author and human rights activist. Born in Damascus, she moved to Canada as a young adult and is based in Coquitlam, British Columbia. Kurdi is the author of The Boy on the Beach, which documents the circumstances that led to the death of her nephews Ghalib and Alan Kurdi, and their mother, Rehanna as they fled the Syrian civil war.",,"1970 (age 54–55)Damascus, Syria",,32.38208269525268,32.38
Timothy Bartik,[1735],1,"['culture, business, economics, education, TEDx']",True,https://en.wikipedia.org/wiki/Timothy_Bartik,"Timothy J. Bartik (born March 26, 1954) is an American economist who specializes in regional economics, public finance, urban economics, labor economics, and labor demand policies. He is a senior economist at the W.E. Upjohn Institute for Employment Research in Kalamazoo, Michigan.",Economist,"(1954-03-26) March 26, 1954 (age 71)",,104.58754355400696,104.59
Timothy Graf,[18768],1,"['success, immigration, policy']",False,,,,,,7.348004475941813,7.35
Timothy Ihrig,[2565],1,"['economics, death, health, health care, cancer, communication, aging, medicine, decision-making, self, humanity, compassion, identity, TEDx, drugs']",False,,,,,,436.37378210806025,436.37
Timothy Prestero,[1549],1,"['design, health care, product design, TEDx']",False,,,,,,235.88712667353244,235.89
Tina Arrowood,[50791],1,"['environment, science, sustainability, technology, industrial design, water, chemistry, rivers']",False,,,,,,839.3941018766756,839.39
Tina Seelig,[21017],1,"['business, collaboration, communication, success, personal growth']",True,https://en.wikipedia.org/wiki/Tina_Seelig,,"Educator, entrepreneur, author",1957 (age 67–68),,1298.2464366091524,1298.25
Tina Yong,[108517],1,"['education, race, success, personal growth, self, mental health, writing, identity, TEDx, youth']",False,,,,,,2695.5397316821463,2695.54
Tiq Milan,[2635],1,"['collaboration, social change, art, gender, relationships, activism, poetry, happiness, women, humanity, compassion, writing, society, beauty, family, identity, feminism, Transgender, equality, LGBTQIA+']",True,https://en.wikipedia.org/wiki/Tiq_Milan,"Tiq Milan (born July 14 in Buffalo, New York) is an American writer, public speaker, activist, and strategic media consultant. Past positions have included national spokesperson for GLAAD and senior media strategist of national news for GLAAD,[1] and mentor and teacher at the Hetrick-Martin Institute (an LGBTQ youth nonprofit organization in NYC). His advocacy, LGBTQ activism, and journalism has been recognized nationally.[2][3][4][5][6][7]",Writer • public speaker • activist,"July 14Buffalo, New York, U.S.",,549.5427962229668,549.54
Tito Deler,[9985],1,"['entertainment, music, performance']",False,,,,,,83.24859747545582,83.25
Amy Smith,[2],1,"['global issues, design, engineering, industrial design, invention, renewable energy']",False,https://en.wikipedia.org/wiki/Amy_Smith,,,,,271.019438138479,271.02
Toby Eccles,[1881],1,"['business, economics, social change, justice system']",False,,,,,,231.9406663623916,231.94
Toby Kiers,[51538],1,"['business, economics, evolution, biology, trees, botany, finance, plants, fungi, equality']",True,https://en.wikipedia.org/wiki/Toby_Kiers,"Toby Kiers is an American evolutionary biologist who is a University Research Chair and professor at Vrije Universiteit Amsterdam.[1] Kiers pioneered an economic interpretation of the interactions and exchanges between plants, fungi and microbes in mycorrhizal networks.[2] She co-founded the Society for the Protection of Underground Networks (SPUN). Kiers is a 2023 Spinoza laureate[3][4] and the recipient of a MacArthur Foundation Fellowship.",,Erica Tobyn Kiers1976 (age 48–49),,907.6510791366908,907.65
Toby Shapshak,[1944],1,"['technology, innovation, Africa']",True,https://en.wikipedia.org/wiki/Toby_Shapshak,,JournalistEditor,,,367.0221910768512,367.02
Tod Machover + Dan Ellsey,[246],1,"['technology, design, entertainment, music, performance, health care, creativity, demo, writing']",True,https://en.wikipedia.org/wiki/Tod_Machover,"Tod Machover (born November 24, 1953, in Mount Vernon, New York) is an Emmy-award winning composer, inventor of hyperinstruments and hyperscore software, promoter of music AI and participatory opera, and professor at the MIT Media Lab.",,"(1953-11-24) November 24, 1953 (age 72)",,97.87466997981052,97.87
Todd Almond,[148435],1,"['technology, music, performance, art, future, AI, humanity']",False,,,,,,1660.7289156626507,1660.73
Todd Coleman,[2605],1,"['science, technology, invention, innovation, health, health care, communication, medicine, illness, data, medical research, algorithm, TEDMED']",True,https://en.wikipedia.org/wiki/Todd_Coleman,Todd Prentice Coleman (born 1977) is an American electrical engineer and associate professor at Stanford University. He is a Fellow of the American Institute for Medical and Biological Engineering and Institute of Electrical and Electronics Engineers.,,1977 (age 47–48),,465.6643650555389,465.66
Todd Gershkowitz,[18762],1,"['economics, education, teaching']",False,,,,,,3.088772845953003,3.09
Todd Humphreys,[1507],1,"['global issues, technology, TEDx, cyber security']",False,,,,,,168.90568739770868,168.91
Todd Kuiken,[1251],1,"['science, technology, design, engineering, invention, medicine, prosthetics, bionics']",False,,,,,,198.9464701318852,198.95
Todd Scott,[2729],1,"['entertainment, health, society, teaching, heart']",True,https://en.wikipedia.org/wiki/Todd_Scott,,,,,377.6221870047544,377.62
Todd Sickafoose,[86267],1,"['music, performance']",True,https://en.wikipedia.org/wiki/Todd_Sickafoose,"Todd Sickafoose is an American jazz and rock musician, composer, and producer/engineer from San Francisco, California.",,"1974 (age 50–51)San Francisco, California, U.S.",,17.616796047988707,17.62
Tolliver,[111801],1,"['entertainment, music, performance']",True,https://en.wikipedia.org/wiki/Tolliver,"Taliaferro (/ˈtɒlɪvər/ TOL-iv-ər), also spelled Talliaferro, Tagliaferro, Talifero, Taliafero, Taliferro or Tellifero and sometimes fully anglicised to  Tolliver or Toliver,[1] is a prominent family in eastern Virginia and Maryland. The Taliaferros (originally Tagliaferro [ˌtaʎʎaˈfɛrro], which means 'Ironcutter' in Italian) are one of the early families who settled in Virginia in the 17th century.  They migrated from London, where an ancestor had served as a musician in the court of Queen Elizab",,,,91.88967971530248,91.89
Tolu Oyekan,[103721],1,"['business, innovation, social change, Africa, money, finance']",False,,,,,,1429.4640077821011,1429.46
Tom Chatfield,[996],1,"['culture, technology, entertainment, education, gaming']",True,https://en.wikipedia.org/wiki/Tom_Chatfield,,Author,1980 (age 44–45),,254.6796151751679,254.68
Tom Graham,[111236],1,"['technology, computers, entertainment, media, software, future, AI, Internet, data, machine learning']",False,https://en.wikipedia.org/wiki/Tom_Graham,,,,,1552.032362459547,1552.03
Tom Griffiths,[13523],1,"['technology, computers, cognitive science, psychology, brain, decision-making, TEDx, algorithm']",False,https://en.wikipedia.org/wiki/Tom_Griffiths,,,,,1665.3404174573054,1665.34
Tom Gruber,[2841],1,"['technology, computers, collaboration, product design, AI, machine learning']",True,https://en.wikipedia.org/wiki/Tom_Gruber,"Thomas Robert Gruber (born 1959) is an American computer scientist, inventor, and entrepreneur with a focus on systems for knowledge sharing and collective intelligence. He did foundational work in ontology engineering and is well known for his definition of ontologies in the context of artificial intelligence.[1][2]",,,,788.057603686636,788.06
Tom Honey,[112],1,"['culture, global issues, philosophy, religion, natural disaster']",False,,,,,,106.18268665490888,106.18
Tom Hulme,[2531],1,"['environment, design, architecture, cities, urban planning, community, product design, potential, society, public space']",False,,,,,,502.0751378009864,502.08
Tom Nash,[53601],1,"['creativity, storytelling, personal growth, humor, TEDx, disability']",True,https://en.wikipedia.org/wiki/Tom_Nash,Thomas or Tom Nash may also refer to:,,,,1286.1326815642458,1286.13
Tom Osborn,[84955],1,"['social change, health, Africa, community, depression, mental health, TED Fellows, youth']",False,https://en.wikipedia.org/wiki/Tom_Osborn,,,,,1340.7187284035936,1340.72
Tom Oxley,[93388],1,"['science, technology, biotech, computers, disease, communication, brain, illness, neuroscience, neurology, medical research, disability, human body, emotions']",True,https://en.wikipedia.org/wiki/Tom_Oxley,,"Neurointerventionalist, CEO","Canberra, Australia",,1529.0562939796716,1529.06
Tom Rielly,[114],1,"['culture, performance, comedy, humor']",True,https://en.wikipedia.org/wiki/Tom_Rielly,,Insurance salesman,"1966 (age 58–59)Oskaloosa, Iowa",,104.114050558495,104.11
Tom Rivett-Carnac,[62628],1,"['climate change, environment, global issues, leadership, decision-making, humanity, society, fear, Countdown']",True,https://en.wikipedia.org/wiki/Tom_Rivett-Carnac,"Thomas Charles Rivett-Carnac OBE (born 1977) is a former political strategist for the United Nations Framework Convention on Climate Change. He is also an author on climate change policy, a podcaster, and an advisor to corporations and governments on climate solutions.",,,,1473.6144460712542,1473.61
Tom Schuler,[66954],1,"['climate change, sustainability, engineering, innovation, Countdown']",True,https://en.wikipedia.org/wiki/Tom_Schuler,,,"(1956-11-28) November 28, 1956 (age 68)Birmingham, Michigan, U.S.",,832.7864749733759,832.79
Amy Tan,[250],1,"['culture, entertainment, storytelling, writing']",True,https://en.wikipedia.org/wiki/Amy_Tan,,Writer,"Amy Ruth Tan (1952-02-19) February 19, 1952 (age 73)Oakland, California, U.S.",,584.7890236318408,584.79
Tom Stranger,[2678],1,"['collaboration, social change, communication, activism, personal growth, women, humanity, society, identity, sexual violence']",True,https://en.wikipedia.org/wiki/Tom_Stranger,"Larry Correia (/kəˈriː.ə/;[1] born 1977) is an American fantasy and science fiction writer, known for his Monster Hunter International, Grimnoir Chronicles, and Saga of the Forgotten Warrior series. He has authored or co-authored over 30 novels, has over 50 published short works, two collections of stories, and has co-edited four published anthologies.",Author,1977 (age 47–48)[1],American,2088.7381174277725,2088.74
Tom Teves,[65044],1,"['media, social change, activism, violence, TEDx, journalism']",False,,,,,,950.3515306122448,950.35
Amy Webb,[1833],1,"['culture, technology, love, data, algorithm']",True,https://en.wikipedia.org/wiki/Amy_Webb,,"author, journalist, adjunct professor","(1974-10-18) October 18, 1974 (age 51)East Chicago, Indiana",,1923.15957686248,1923.16
Anab Jain,[2807],1,"['climate change, global issues, technology, cities, collaboration, innovation, social change, future, communication, pollution, motivation, potential, exploration, visualizations, AI, humanity, society, algorithm, india, farming, international development']",False,,,,,,626.5892452218983,626.59
Tom Zimmerman,[11684],1,"['climate change, environment, science, invention, biosphere, nature, biology, demo, biodiversity, water, beauty, marine biology, ocean']",False,,,,,,421.859872611465,421.86
Tomas Elemans,[8158],1,"['literature, empathy, books']",False,,,,,,28.024246622791825,28.02
Tomás Saraceno,[2865],1,"['environment, sustainability, technology, design, invention, innovation, creativity, art, future, pollution, solar energy, wind energy, TED en Español']",True,https://en.wikipedia.org/wiki/Tomás_Saraceno,"Tomás Saraceno (San Miguel de Tucumán, 1973) is an Argentine contemporary artist whose projects, consisting of floating sculptures, international collaborations, and interactive installations, propose and dialogue with forms of inhabiting and sensing the environment that have been suppressed in the Capitalocene era.",,"1973 (age 51–52)San Miguel de Tucumán, Argentina",,288.25473894246755,288.25
